time,G_isyn_dend
4126.9,0.06607207
4127,0.058947711
4127.1,0.056291464
4127.2,0.071044533
4127.3,0.078260697
4127.4,0.065279851
4127.5,0.04956935
4127.6,0.060318084
4127.7,0.06427169
4127.8,0.065806113
4127.9,0.051859774
4128,0.068576363
4128.1,0.070096673
4128.2,0.087825309
4128.3,0.065804108
4128.4,0.068356683
4128.5,0.076270756
4128.6,0.068389004
4128.7,0.05436862
4128.8,0.036306075
4128.9,0.07159736
4129,0.052235367
4129.1,0.059128116
4129.2,0.03761703
4129.3,0.072522477
4129.4,0.061204381
4129.5,0.052557219
4129.6,0.062346424
4129.7,0.04455713
4129.8,0.061521003
4129.9,0.035674232
4130,0.036116161
4130.1,0.065965126
4130.2,0.059128837
4130.3,0.058637665
4130.4,0.069349991
4130.5,0.056735729
4130.6,0.047030287
4130.7,0.037473311
4130.8,0.075000158
4130.9,0.073726415
4131,0.070436171
4131.1,0.074019373
4131.2,0.054207038
4131.3,0.049472786
4131.4,0.073181475
4131.5,0.071204175
4131.6,0.050272799
4131.7,0.075776668
4131.8,0.082498303
4131.9,0.054833307
4132,0.068275309
4132.1,0.044417159
4132.2,0.039234544
4132.3,0.025258791
4132.4,0.061162904
4132.5,0.042189167
4132.6,0.038946584
4132.7,0.073989398
4132.8,0.081611312
4132.9,0.06036039
4133,0.052686515
4133.1,0.057144268
4133.2,0.063320838
4133.3,0.061370017
4133.4,0.06922464
4133.5,0.033431096
4133.6,0.041191985
4133.7,0.047920686
4133.8,0.028222869
4133.9,0.065445646
4134,0.064934779
4134.1,0.060546609
4134.2,0.05241956
4134.3,0.041393629
4134.4,0.045782154
4134.5,0.04962792
4134.6,0.035433717
4134.7,0.066525345
4134.8,0.077616265
4134.9,0.080028115
4135,0.047831357
4135.1,0.052997
4135.2,0.063687523
4135.3,0.047351585
4135.4,0.06854842
4135.5,0.062010135
4135.6,0.08398411
4135.7,0.077429693
4135.8,0.052537176
4135.9,0.064902337
4136,0.07265313
4136.1,0.04193294
4136.2,0.094917432
4136.3,0.054589736
4136.4,0.080549972
4136.5,0.079462862
4136.6,0.062315634
4136.7,0.067868918
4136.8,0.054572703
4136.9,0.047884503
4137,0.078463404
4137.1,0.043015604
4137.2,0.054749031
4137.3,0.042140521
4137.4,0.045100069
4137.5,0.068930219
4137.6,0.07609388
4137.7,0.065356954
4137.8,0.032456317
4137.9,0.06768562
4138,0.06939783
4138.1,0.049263288
4138.2,0.060799493
4138.3,0.051789794
4138.4,0.041820224
4138.5,0.061376329
4138.6,0.058615365
4138.7,0.084619598
4138.8,0.05677859
4138.9,0.071182339
4139,0.062965366
4139.1,0.036287952
4139.2,0.049250098
4139.3,0.044901335
4139.4,0.06310824
4139.5,0.049403949
4139.6,0.08588548
4139.7,0.065935155
4139.8,0.057372153
4139.9,0.046931593
4140,0.063319083
4140.1,0.061035116
4140.2,0.076787724
4140.3,0.084024105
4140.4,0.06074569
4140.5,0.05666493
4140.6,0.064107346
4140.7,0.079887081
4140.8,0.075336766
4140.9,0.051702882
4141,0.050017359
4141.1,0.038143408
4141.2,0.061651842
4141.3,0.048937826
4141.4,0.069676167
4141.5,0.072796815
4141.6,0.065414451
4141.7,0.043340343
4141.8,0.052671932
4141.9,0.075138591
4142,0.048914719
4142.1,0.063906577
4142.2,0.068827864
4142.3,0.039108491
4142.4,0.072442026
4142.5,0.064005148
4142.6,0.056050285
4142.7,0.069472355
4142.8,0.068655663
4142.9,0.074694743
4143,0.048837055
4143.1,0.055138403
4143.2,0.06851223
4143.3,0.070727192
4143.4,0.070501638
4143.5,0.040557787
4143.6,0.05795969
4143.7,0.058971158
4143.8,0.030163183
4143.9,0.036504444
4144,0.059156836
4144.1,0.066019994
4144.2,0.062254341
4144.3,0.056591932
4144.4,0.076037774
4144.5,0.051566301
4144.6,0.039782136
4144.7,0.066429337
4144.8,0.053298117
4144.9,0.065721565
4145,0.08458378
4145.1,0.062946554
4145.2,0.066933736
4145.3,0.101835633
4145.4,0.083449983
4145.5,0.046292524
4145.6,0.058109265
4145.7,0.056493427
4145.8,0.078432274
4145.9,0.063060513
4146,0.04057444
4146.1,0.046801855
4146.2,0.050360093
4146.3,0.065920959
4146.4,0.042071473
4146.5,0.083752084
4146.6,0.063597849
4146.7,0.039451548
4146.8,0.031436499
4146.9,0.038726357
4147,0.043119903
4147.1,0.079860893
4147.2,0.061162616
4147.3,0.058841428
4147.4,0.064507558
4147.5,0.074870605
4147.6,0.072641812
4147.7,0.046614702
4147.8,0.063754864
4147.9,0.057454848
4148,0.058138521
4148.1,0.055944564
4148.2,0.060849814
4148.3,0.042130472
4148.4,0.023079804
4148.5,0.041279574
4148.6,0.079296024
4148.7,0.083792397
4148.8,0.073681704
4148.9,0.079922114
4149,0.053756644
4149.1,0.045912648
4149.2,0.040451017
4149.3,0.085047141
4149.4,0.089210775
4149.5,0.057238074
4149.6,0.047375103
4149.7,0.020501608
4149.8,0.046066634
4149.9,0.076024105
4150,0.043686061
4150.1,0.058175432
4150.2,0.04494939
4150.3,0.057648782
4150.4,0.065222397
4150.5,0.046766111
4150.6,0.069426363
4150.7,0.057554393
4150.8,0.053110793
4150.9,0.046587971
4151,0.079594483
4151.1,0.078001394
4151.2,0.047436589
4151.3,0.072132268
4151.4,0.062294339
4151.5,0.055498662
4151.6,0.074383199
4151.7,0.084125606
4151.8,0.059314167
4151.9,0.059302974
4152,0.062484666
4152.1,0.077645504
4152.2,0.058796302
4152.3,0.054011566
4152.4,0.065271316
4152.5,0.038385823
4152.6,0.049413776
4152.7,0.062318901
4152.8,0.073196286
4152.9,0.067342935
4153,0.046941396
4153.1,0.066267435
4153.2,0.068875232
4153.3,0.084221633
4153.4,0.048625165
4153.5,0.050051144
4153.6,0.029505346
4153.7,0.049899205
4153.8,0.055909518
4153.9,0.041085405
4154,0.064662735
4154.1,0.047901877
4154.2,0.061994918
4154.3,0.064385218
4154.4,0.068510506
4154.5,0.046791404
4154.6,0.057056815
4154.7,0.066703421
4154.8,0.066141753
4154.9,0.026957367
4155,0.072943087
4155.1,0.052118129
4155.2,0.081704849
4155.3,0.080989964
4155.4,0.069650294
4155.5,0.042250238
4155.6,0.065029967
4155.7,0.065934823
4155.8,0.071632254
4155.9,0.033328907
4156,0.072973428
4156.1,0.053411219
4156.2,0.077905147
4156.3,0.050863602
4156.4,0.044875499
4156.5,0.06936138
4156.6,0.068898725
4156.7,0.065831768
4156.8,0.040537774
4156.9,0.04419545
4157,0.044884732
4157.1,0.046336912
4157.2,0.056140737
4157.3,0.085204348
4157.4,0.07151155
4157.5,0.067937417
4157.6,0.036160547
4157.7,0.053642731
4157.8,0.057093747
4157.9,0.059418683
4158,0.062748489
4158.1,0.046469266
4158.2,0.062759348
4158.3,0.046727667
4158.4,0.082107166
4158.5,0.033293953
4158.6,0.084221669
4158.7,0.049017521
4158.8,0.066919003
4158.9,0.058781571
4159,0.065788721
4159.1,0.034385697
4159.2,0.058924274
4159.3,0.088016197
4159.4,0.075753039
4159.5,0.051138937
4159.6,0.055897622
4159.7,0.052139946
4159.8,0.060498978
4159.9,0.068823843
4160,0.046204362
4160.1,0.061267125
4160.2,0.046961349
4160.3,0.049776131
4160.4,0.069199909
4160.5,0.036506974
4160.6,0.0482564
4160.7,0.05418882
4160.8,0.067904589
4160.9,0.053275742
4161,0.04545813
4161.1,0.071585085
4161.2,0.030999763
4161.3,0.037053807
4161.4,0.092115795
4161.5,0.054988101
4161.6,0.068530152
4161.7,0.066627833
4161.8,0.070415456
4161.9,0.046461741
4162,0.054831308
4162.1,0.036772701
4162.2,0.073673642
4162.3,0.053727231
4162.4,0.040141098
4162.5,0.070284246
4162.6,0.061197906
4162.7,0.058158402
4162.8,0.055726818
4162.9,0.077173367
4163,0.05521223
4163.1,0.040599197
4163.2,0.065268657
4163.3,0.060690728
4163.4,0.053705993
4163.5,0.065881599
4163.6,0.06093414
4163.7,0.053115112
4163.8,0.053958158
4163.9,0.077397002
4164,0.040308133
4164.1,0.059267078
4164.2,0.018965741
4164.3,0.055703421
4164.4,0.056444806
4164.5,0.06586487
4164.6,0.059996369
4164.7,0.069308137
4164.8,0.067633034
4164.9,0.066177984
4165,0.068568481
4165.1,0.071376943
4165.2,0.041995307
4165.3,0.080856975
4165.4,0.05420407
4165.5,0.060094966
4165.6,0.062614972
4165.7,0.071284395
4165.8,0.07197
4165.9,0.072091004
4166,0.034774268
4166.1,0.057521096
4166.2,0.046389337
4166.3,0.048451653
4166.4,0.055421286
4166.5,0.042562288
4166.6,0.08550346
4166.7,0.093672686
4166.8,0.057178129
4166.9,0.052939887
4167,0.087907301
4167.1,0.065134724
4167.2,0.052898785
4167.3,0.057609248
4167.4,0.046203414
4167.5,0.046136169
4167.6,0.094995045
4167.7,0.056721494
4167.8,0.065094732
4167.9,0.070282728
4168,0.06068716
4168.1,0.072174193
4168.2,0.056697765
4168.3,0.060782672
4168.4,0.069056187
4168.5,0.059065203
4168.6,0.044337963
4168.7,0.057957403
4168.8,0.060997895
4168.9,0.0686271
4169,0.085676248
4169.1,0.073479409
4169.2,0.062643021
4169.3,0.091821161
4169.4,0.085602182
4169.5,0.072131061
4169.6,0.050809399
4169.7,0.039623148
4169.8,0.04117807
4169.9,0.059581875
4170,0.068667933
4170.1,0.030326706
4170.2,0.06117652
4170.3,0.061832678
4170.4,0.059154756
4170.5,0.046961131
4170.6,0.076803372
4170.7,0.050554844
4170.8,0.060981555
4170.9,0.053922994
4171,0.051666487
4171.1,0.076283619
4171.2,0.057842905
4171.3,0.076683427
4171.4,0.065301135
4171.5,0.063915159
4171.6,0.032113559
4171.7,0.070680551
4171.8,0.079435363
4171.9,0.028850919
4172,0.051365165
4172.1,0.056605472
4172.2,0.050878865
4172.3,0.04668195
4172.4,0.074157449
4172.5,0.053620891
4172.6,0.05363868
4172.7,0.050945383
4172.8,0.046469371
4172.9,0.08495517
4173,0.057681496
4173.1,0.06481221
4173.2,0.066951414
4173.3,0.04107199
4173.4,0.027818701
4173.5,0.084542636
4173.6,0.032699903
4173.7,0.082062864
4173.8,0.024216423
4173.9,0.080555684
4174,0.028946951
4174.1,0.068161812
4174.2,0.04348792
4174.3,0.0621436
4174.4,0.046881234
4174.5,0.070309602
4174.6,0.048244604
4174.7,0.057460248
4174.8,0.089484158
4174.9,0.061392426
4175,0.047183859
4175.1,0.080257559
4175.2,0.052611677
4175.3,0.072665945
4175.4,0.065580854
4175.5,0.041098025
4175.6,0.059716389
4175.7,0.062226095
4175.8,0.045506475
4175.9,0.033166682
4176,0.09374888
4176.1,0.030521477
4176.2,0.057076718
4176.3,0.073316472
4176.4,0.059168626
4176.5,0.070203688
4176.6,0.039922398
4176.7,0.056993664
4176.8,0.038146817
4176.9,0.047302503
4177,0.055474342
4177.1,0.058512535
4177.2,0.051281168
4177.3,0.060942913
4177.4,0.064109868
4177.5,0.048902384
4177.6,0.092664503
4177.7,0.050798914
4177.8,0.062698317
4177.9,0.033865851
4178,0.04840503
4178.1,0.034849916
4178.2,0.041693501
4178.3,0.062007459
4178.4,0.058697341
4178.5,0.084092395
4178.6,0.033440396
4178.7,0.06835759
4178.8,0.058739716
4178.9,0.03178555
4179,0.048452607
4179.1,0.074056124
4179.2,0.059144163
4179.3,0.063682743
4179.4,0.062776573
4179.5,0.049956088
4179.6,0.068066704
4179.7,0.060766455
4179.8,0.060856729
4179.9,0.061878119
4180,0.034428814
4180.1,0.075549186
4180.2,0.066678003
4180.3,0.076308563
4180.4,0.076672069
4180.5,0.059678078
4180.6,0.064567374
4180.7,0.052101319
4180.8,0.056622513
4180.9,0.073833562
4181,0.07293205
4181.1,0.068718216
4181.2,0.062315598
4181.3,0.068498086
4181.4,0.073949903
4181.5,0.055934794
4181.6,0.048805886
4181.7,0.054618291
4181.8,0.069990096
4181.9,0.069230463
4182,0.041499593
4182.1,0.071661701
4182.2,0.040539696
4182.3,0.06552214
4182.4,0.055026392
4182.5,0.042548118
4182.6,0.069937633
4182.7,0.024274613
4182.8,0.057633291
4182.9,0.053795464
4183,0.059824326
4183.1,0.063486362
4183.2,0.060847338
4183.3,0.047466408
4183.4,0.083948929
4183.5,0.04585026
4183.6,0.04462243
4183.7,0.048535792
4183.8,0.071545078
4183.9,0.065623156
4184,0.048473491
4184.1,0.07622827
4184.2,0.048481913
4184.3,0.056246362
4184.4,0.075562177
4184.5,0.061426323
4184.6,0.066270518
4184.7,0.055083224
4184.8,0.047687735
4184.9,0.052089772
4185,0.083852511
4185.1,0.071275108
4185.2,0.060952997
4185.3,0.056242584
4185.4,0.046434137
4185.5,0.053538579
4185.6,0.047074395
4185.7,0.064479641
4185.8,0.040791927
4185.9,0.070090909
4186,0.064591386
4186.1,0.055547892
4186.2,0.072997538
4186.3,0.048719932
4186.4,0.045235106
4186.5,0.060560431
4186.6,0.059566022
4186.7,0.052461008
4186.8,0.056679631
4186.9,0.050576398
4187,0.046508151
4187.1,0.050936146
4187.2,0.063502125
4187.3,0.083195988
4187.4,0.045912736
4187.5,0.049894718
4187.6,0.066487809
4187.7,0.065789277
4187.8,0.04335718
4187.9,0.057770045
4188,0.042316553
4188.1,0.020173593
4188.2,0.07158042
4188.3,0.045138126
4188.4,0.045680292
4188.5,0.075788246
4188.6,0.067574276
4188.7,0.045368912
4188.8,0.073344541
4188.9,0.081582201
4189,0.059289731
4189.1,0.077938271
4189.2,0.078107142
4189.3,0.035916737
4189.4,0.061395609
4189.5,0.064711544
4189.6,0.034040405
4189.7,0.066773176
4189.8,0.053061257
4189.9,0.055971752
4190,0.090953912
4190.1,0.055459297
4190.2,0.083900012
4190.3,0.071047137
4190.4,0.062037219
4190.5,0.077073153
4190.6,0.069984818
4190.7,0.070620292
4190.8,0.065217294
4190.9,0.040980125
4191,0.061431555
4191.1,0.061533622
4191.2,0.066114405
4191.3,0.071780815
4191.4,0.058818042
4191.5,0.044784017
4191.6,0.072327366
4191.7,0.079166796
4191.8,0.056071025
4191.9,0.0495777
4192,0.069123402
4192.1,0.086900763
4192.2,0.069991082
4192.3,0.073511253
4192.4,0.055794672
4192.5,0.064620839
4192.6,0.057085913
4192.7,0.054785936
4192.8,0.06941915
4192.9,0.080021091
4193,0.055844309
4193.1,0.046440465
4193.2,0.046715934
4193.3,0.082605347
4193.4,0.037586358
4193.5,0.055392051
4193.6,0.055263426
4193.7,0.042916626
4193.8,0.033372988
4193.9,0.05292946
4194,0.051205854
4194.1,0.075086401
4194.2,0.024752058
4194.3,0.062468451
4194.4,0.071557078
4194.5,0.039532156
4194.6,0.062730498
4194.7,0.049528642
4194.8,0.06018175
4194.9,0.047668144
4195,0.04673871
4195.1,0.048205965
4195.2,0.053164321
4195.3,0.072516978
4195.4,0.075566087
4195.5,0.048591479
4195.6,0.075561584
4195.7,0.058785488
4195.8,0.044173029
4195.9,0.065642864
4196,0.049739046
4196.1,0.064302937
4196.2,0.033629038
4196.3,0.062714975
4196.4,0.060511222
4196.5,0.074937929
4196.6,0.036692158
4196.7,0.055396524
4196.8,0.081115638
4196.9,0.049134535
4197,0.080348795
4197.1,0.054580636
4197.2,0.106915306
4197.3,0.050317126
4197.4,0.056853758
4197.5,0.037070978
4197.6,0.030247132
4197.7,0.049529111
4197.8,0.044866134
4197.9,0.051713958
4198,0.050578622
4198.1,0.083210095
4198.2,0.057830536
4198.3,0.045319789
4198.4,0.058670267
4198.5,0.049124166
4198.6,0.082903449
4198.7,0.057098575
4198.8,0.054039994
4198.9,0.054375902
4199,0.052627639
4199.1,0.053539308
4199.2,0.059962993
4199.3,0.067236808
4199.4,0.057518649
4199.5,0.048674945
4199.6,0.068881652
4199.7,0.026871526
4199.8,0.062282144
4199.9,0.057368709
4200,0.059110584
4200.1,0.065307754
4200.2,0.060280187
4200.3,0.055491261
4200.4,0.041497247
4200.5,0.049369571
4200.6,0.043146451
4200.7,0.039428172
4200.8,0.0665839
4200.9,0.038810271
4201,0.049641019
4201.1,0.054786299
4201.2,0.0416734
4201.3,0.057555989
4201.4,0.054207016
4201.5,0.060753398
4201.6,0.083422934
4201.7,0.04511783
4201.8,0.027531104
4201.9,0.059252022
4202,0.070794556
4202.1,0.069194433
4202.2,0.024791317
4202.3,0.070124704
4202.4,0.079109922
4202.5,0.066633632
4202.6,0.04755348
4202.7,0.087473891
4202.8,0.075787869
4202.9,0.062860972
4203,0.040375539
4203.1,0.037990846
4203.2,0.043646911
4203.3,0.046327881
4203.4,0.068233746
4203.5,0.053251439
4203.6,0.069432074
4203.7,0.076927844
4203.8,0.048770028
4203.9,0.061300938
4204,0.063929108
4204.1,0.062183531
4204.2,0.039759723
4204.3,0.076148496
4204.4,0.036130142
4204.5,0.048069186
4204.6,0.033039897
4204.7,0.057702333
4204.8,0.064536306
4204.9,0.034218525
4205,0.059248578
4205.1,0.061817957
4205.2,0.066353459
4205.3,0.050796388
4205.4,0.051518223
4205.5,0.071285173
4205.6,0.071944124
4205.7,0.051401459
4205.8,0.078469641
4205.9,0.06281504
4206,0.066713244
4206.1,0.070278434
4206.2,0.076832937
4206.3,0.047231522
4206.4,0.031972956
4206.5,0.042281638
4206.6,0.048918517
4206.7,0.055857703
4206.8,0.035037728
4206.9,0.058675847
4207,0.05724529
4207.1,0.061082764
4207.2,0.05277335
4207.3,0.053835748
4207.4,0.02319869
4207.5,0.053368194
4207.6,0.054559223
4207.7,0.044898363
4207.8,0.062172777
4207.9,0.077880128
4208,0.064105912
4208.1,0.029243383
4208.2,0.069633452
4208.3,0.057153138
4208.4,0.057463575
4208.5,0.063626364
4208.6,0.044897812
4208.7,0.036646026
4208.8,0.088633233
4208.9,0.067423121
4209,0.066834645
4209.1,0.079188644
4209.2,0.047055929
4209.3,0.051755427
4209.4,0.05952453
4209.5,0.069041443
4209.6,0.040184953
4209.7,0.046433737
4209.8,0.068630799
4209.9,0.029036522
4210,0.054191065
4210.1,0.050143113
4210.2,0.064075954
4210.3,0.038153436
4210.4,0.063140216
4210.5,0.05108711
4210.6,0.075751149
4210.7,0.072150989
4210.8,0.06612023
4210.9,0.076694969
4211,0.056452757
4211.1,0.038507999
4211.2,0.077599226
4211.3,0.066526659
4211.4,0.048602825
4211.5,0.0762084
4211.6,0.062485506
4211.7,0.073894146
4211.8,0.063987725
4211.9,0.067730471
4212,0.0689168
4212.1,0.062992884
4212.2,0.054140998
4212.3,0.037307062
4212.4,0.072928473
4212.5,0.044981576
4212.6,0.052856223
4212.7,0.056692896
4212.8,0.037375743
4212.9,0.065013058
4213,0.059280424
4213.1,0.086111079
4213.2,0.055231884
4213.3,0.077085174
4213.4,0.040766027
4213.5,0.039805344
4213.6,0.032390839
4213.7,0.051693621
4213.8,0.05556449
4213.9,0.065699818
4214,0.044868054
4214.1,0.044836174
4214.2,0.055702592
4214.3,0.028838185
4214.4,0.086614013
4214.5,0.06488279
4214.6,0.050951338
4214.7,0.06733447
4214.8,0.048135604
4214.9,0.056701641
4215,0.050734756
4215.1,0.087946725
4215.2,0.041828314
4215.3,0.034661249
4215.4,0.048661689
4215.5,0.069562803
4215.6,0.030648782
4215.7,0.071548649
4215.8,0.048989921
4215.9,0.065728564
4216,0.052727091
4216.1,0.049415706
4216.2,0.05871834
4216.3,0.08969829
4216.4,0.057350617
4216.5,0.066308179
4216.6,0.036534007
4216.7,0.025814409
4216.8,0.081304035
4216.9,0.071556792
4217,0.040808391
4217.1,0.063024204
4217.2,0.055063007
4217.3,0.058072244
4217.4,0.05341969
4217.5,0.053099885
4217.6,0.061278376
4217.7,0.04471062
4217.8,0.055666453
4217.9,0.036663329
4218,0.059563824
4218.1,0.063908766
4218.2,0.049849519
4218.3,0.06651057
4218.4,0.036078852
4218.5,0.057332236
4218.6,0.067569139
4218.7,0.044081715
4218.8,0.025856965
4218.9,0.068273458
4219,0.059136267
4219.1,0.050545867
4219.2,0.016722041
4219.3,0.066305985
4219.4,0.049584977
4219.5,0.052687657
4219.6,0.031177778
4219.7,0.035752168
4219.8,0.078395402
4219.9,0.054966927
4220,0.066158236
4220.1,0.064532755
4220.2,0.060442413
4220.3,0.05052438
4220.4,0.046823451
4220.5,0.035789396
4220.6,0.056467553
4220.7,0.069469186
4220.8,0.045622483
4220.9,0.045428613
4221,0.048696599
4221.1,0.059918513
4221.2,0.047455938
4221.3,0.017262914
4221.4,0.070426559
4221.5,0.041591744
4221.6,0.062557859
4221.7,0.065797305
4221.8,0.064485493
4221.9,0.093915835
4222,0.064706621
4222.1,0.044783521
4222.2,0.05307357
4222.3,0.065145733
4222.4,0.06243308
4222.5,0.054565302
4222.6,0.065360479
4222.7,0.043855105
4222.8,0.054060037
4222.9,0.043988427
4223,0.077536317
4223.1,0.053700237
4223.2,0.052834577
4223.3,0.067565803
4223.4,0.037395224
4223.5,0.065475673
4223.6,0.064909229
4223.7,0.057492146
4223.8,0.057222916
4223.9,0.058428338
4224,0.048349283
4224.1,0.047127173
4224.2,0.049307189
4224.3,0.069051582
4224.4,0.055606291
4224.5,0.04854854
4224.6,0.070392259
4224.7,0.039155268
4224.8,0.060282157
4224.9,0.08248771
4225,0.066796005
4225.1,0.047765857
4225.2,0.050595162
4225.3,0.062130299
4225.4,0.076270867
4225.5,0.060291526
4225.6,0.054540088
4225.7,0.054963819
4225.8,0.05391095
4225.9,0.054992451
4226,0.043644666
4226.1,0.05272545
4226.2,0.071792585
4226.3,0.045122083
4226.4,0.037849796
4226.5,0.062313939
4226.6,0.072226869
4226.7,0.006325808
4226.8,0.062752791
4226.9,0.008084801
4227,0.059508745
4227.1,0.059986603
4227.2,0.059817062
4227.3,0.053739496
4227.4,0.029582376
4227.5,0.06779746
4227.6,0.080144216
4227.7,0.083337775
4227.8,0.054917312
4227.9,0.048508791
4228,0.058738777
4228.1,0.038724227
4228.2,0.060787813
4228.3,0.063831438
4228.4,0.076135215
4228.5,0.055198354
4228.6,0.065190892
4228.7,0.063881884
4228.8,0.066481999
4228.9,0.060775817
4229,0.068779853
4229.1,0.062160193
4229.2,0.068392636
4229.3,0.031965687
4229.4,0.075440735
4229.5,0.048652685
4229.6,0.06370159
4229.7,0.054989316
4229.8,0.063762472
4229.9,0.068400531
4230,0.048035835
4230.1,0.056811573
4230.2,0.052250623
4230.3,0.038984537
4230.4,0.069132469
4230.5,0.081907441
4230.6,0.08111578
4230.7,0.05642822
4230.8,0.056767089
4230.9,0.072089708
4231,0.083651593
4231.1,0.065046656
4231.2,0.043639429
4231.3,0.041037446
4231.4,0.053769768
4231.5,0.053097132
4231.6,0.04866714
4231.7,0.037903634
4231.8,0.037523618
4231.9,0.068180666
4232,0.067581801
4232.1,0.053922821
4232.2,0.057135633
4232.3,0.067268668
4232.4,0.065285747
4232.5,0.070811027
4232.6,0.077025336
4232.7,0.048447505
4232.8,0.077666477
4232.9,0.036603527
4233,0.054700232
4233.1,0.047673569
4233.2,0.05474588
4233.3,0.075340604
4233.4,0.062865597
4233.5,0.054392819
4233.6,0.03263419
4233.7,0.044365336
4233.8,0.04078893
4233.9,0.028439342
4234,0.051941345
4234.1,0.046645155
4234.2,0.058185825
4234.3,0.029764157
4234.4,0.052822655
4234.5,0.054616549
4234.6,0.062735724
4234.7,0.062230552
4234.8,0.068939833
4234.9,0.069533935
4235,0.061815011
4235.1,0.060274184
4235.2,0.056908008
4235.3,0.049739325
4235.4,0.05279738
4235.5,0.058735952
4235.6,0.056182736
4235.7,0.052260771
4235.8,0.057340301
4235.9,0.044178722
4236,0.059222397
4236.1,0.045455678
4236.2,0.059318475
4236.3,0.059683215
4236.4,0.064531627
4236.5,0.069710367
4236.6,0.062030762
4236.7,0.053836237
4236.8,0.051410606
4236.9,0.031799432
4237,0.036031417
4237.1,0.070046265
4237.2,0.073048521
4237.3,0.045636468
4237.4,0.045041809
4237.5,0.03220848
4237.6,0.06905648
4237.7,0.063648772
4237.8,0.074418246
4237.9,0.064626522
4238,0.0672143
4238.1,0.04823699
4238.2,0.068118433
4238.3,0.068811809
4238.4,0.042878503
4238.5,0.03288716
4238.6,0.068693464
4238.7,0.047592191
4238.8,0.033873204
4238.9,0.068771577
4239,0.022718906
4239.1,0.054637828
4239.2,0.033155759
4239.3,0.086329969
4239.4,0.054031131
4239.5,0.055896404
4239.6,0.057951807
4239.7,0.041630876
4239.8,0.069944659
4239.9,0.053479311
4240,0.059867987
4240.1,0.0564347
4240.2,0.039947286
4240.3,0.050708244
4240.4,0.017322942
4240.5,0.05470428
4240.6,0.047321323
4240.7,0.036505655
4240.8,0.062369979
4240.9,0.058295075
4241,0.095530254
4241.1,0.072521729
4241.2,0.049478869
4241.3,0.069233787
4241.4,0.042084409
4241.5,0.065446679
4241.6,0.036496502
4241.7,0.059135421
4241.8,0.061180151
4241.9,0.052933757
4242,0.053092651
4242.1,0.044478241
4242.2,0.058616147
4242.3,0.037638969
4242.4,0.06658315
4242.5,0.077271257
4242.6,0.071842042
4242.7,0.059118098
4242.8,0.04288547
4242.9,0.067778928
4243,0.049415657
4243.1,0.058229097
4243.2,0.074293889
4243.3,0.064969248
4243.4,0.070873581
4243.5,0.057958387
4243.6,0.044914144
4243.7,0.058034977
4243.8,0.058756279
4243.9,0.064961029
4244,0.065796915
4244.1,0.053151809
4244.2,0.036181184
4244.3,0.065126634
4244.4,0.092867911
4244.5,0.024499818
4244.6,0.071269038
4244.7,0.062023452
4244.8,0.065510274
4244.9,0.058281465
4245,0.040945721
4245.1,0.044039118
4245.2,0.049538213
4245.3,0.028392409
4245.4,0.081018577
4245.5,0.056638384
4245.6,0.051734737
4245.7,0.061579324
4245.8,0.05865441
4245.9,0.046545214
4246,0.046603019
4246.1,0.051438765
4246.2,0.047022461
4246.3,0.055629673
4246.4,0.047244058
4246.5,0.080125427
4246.6,0.067630077
4246.7,0.05482996
4246.8,0.040094848
4246.9,0.032572459
4247,0.058415267
4247.1,0.076557203
4247.2,0.050162439
4247.3,0.065162793
4247.4,0.069713532
4247.5,0.029134386
4247.6,0.039675732
4247.7,0.053227621
4247.8,0.067173712
4247.9,0.062338262
4248,0.041572522
4248.1,0.066177681
4248.2,0.07062248
4248.3,0.069379617
4248.4,0.045493247
4248.5,0.040121399
4248.6,0.072510151
4248.7,0.050888941
4248.8,0.057769055
4248.9,0.028355631
4249,0.060152508
4249.1,0.061657332
4249.2,0.062242892
4249.3,0.047900081
4249.4,0.062927601
4249.5,0.051006615
4249.6,0.042433833
4249.7,0.056262064
4249.8,0.071530038
4249.9,0.052932593
4250,0.050692314
4250.1,0.072993799
4250.2,0.038278866
4250.3,0.042172794
4250.4,0.052754804
4250.5,0.058560537
4250.6,0.070604211
4250.7,0.046657364
4250.8,0.057122901
4250.9,0.067427075
4251,0.057404478
4251.1,0.067681927
4251.2,0.049947789
4251.3,0.047777436
4251.4,0.053681318
4251.5,0.048192333
4251.6,0.052465659
4251.7,0.066852962
4251.8,0.067203408
4251.9,0.069019594
4252,0.044410604
4252.1,0.034196167
4252.2,0.064587531
4252.3,0.066969635
4252.4,0.067492558
4252.5,0.062815911
4252.6,0.066312634
4252.7,0.040760512
4252.8,0.043269125
4252.9,0.043545673
4253,0.072909675
4253.1,0.062906007
4253.2,0.059907324
4253.3,0.063850468
4253.4,0.100004228
4253.5,0.074351753
4253.6,0.074646394
4253.7,0.05721547
4253.8,0.060332422
4253.9,0.049223403
4254,0.070920247
4254.1,0.036798436
4254.2,0.062145438
4254.3,0.06886786
4254.4,0.05320102
4254.5,0.045729615
4254.6,0.052156354
4254.7,0.070738953
4254.8,0.073580211
4254.9,0.050415094
4255,0.054294324
4255.1,0.040764293
4255.2,0.057067394
4255.3,0.077500916
4255.4,0.033776132
4255.5,0.075001148
4255.6,0.05579696
4255.7,0.075313681
4255.8,0.032135226
4255.9,0.077750607
4256,0.047481986
4256.1,0.033696703
4256.2,0.055545947
4256.3,0.087506
